Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-01-04 00:00:00-05:00,127.5,127.86000061035156,124.77999877929688,125.87000274658203,118.1568374633789,16819900,JPM
2021-01-05 00:00:00-05:00,124.98999786376953,126.30000305175781,123.7699966430664,125.6500015258789,118.79975891113281,13731200,JPM
2021-01-06 00:00:00-05:00,129.8800048828125,132.77000427246094,127.87999725341797,131.5500030517578,124.37810516357422,24909100,JPM
2021-01-07 00:00:00-05:00,135.69000244140625,138.19000244140625,134.9199981689453,135.8699951171875,128.4625701904297,21940400,JPM
2021-01-08 00:00:00-05:00,135.97000122070312,136.35000610351562,134.1199951171875,136.02000427246094,128.6044158935547,12035100,JPM
2021-01-11 00:00:00-05:00,134.5800018310547,138.1999969482422,134.11000061035156,138.0500030517578,130.52374267578125,15937900,JPM
2021-01-12 00:00:00-05:00,139.44000244140625,141.66000366210938,138.8300018310547,140.22000122070312,132.57540893554688,18033500,JPM
2021-01-13 00:00:00-05:00,138.58999633789062,140.7899932861328,138.10000610351562,140.35000610351562,132.69833374023438,14816800,JPM
2021-01-14 00:00:00-05:00,140.49000549316406,142.75,140.0,141.1699981689453,133.4736328125,18565600,JPM
2021-01-15 00:00:00-05:00,137.42999267578125,141.64999389648438,137.00999450683594,138.63999938964844,131.08154296875,27881000,JPM
2021-01-19 00:00:00-05:00,139.86000061035156,140.6999969482422,137.82000732421875,138.0399932861328,130.51425170898438,19843800,JPM
2021-01-20 00:00:00-05:00,137.82000732421875,138.1699981689453,135.44000244140625,135.97000122070312,128.55714416503906,16028800,JPM
2021-01-21 00:00:00-05:00,135.69000244140625,136.16000366210938,134.32000732421875,134.8300018310547,127.4792709350586,13411700,JPM
2021-01-22 00:00:00-05:00,132.69000244140625,134.39999389648438,132.1999969482422,133.7899932861328,126.4959716796875,12933200,JPM
2021-01-25 00:00:00-05:00,132.13999938964844,133.1699981689453,130.05999755859375,132.1199951171875,124.91700744628906,14212800,JPM
2021-01-26 00:00:00-05:00,132.75,133.1699981689453,131.33999633789062,131.5800018310547,124.40646362304688,11307800,JPM
2021-01-27 00:00:00-05:00,129.58999633789062,129.85000610351562,127.3499984741211,127.86000061035156,120.8892593383789,17603900,JPM
2021-01-28 00:00:00-05:00,129.89999389648438,132.1699981689453,128.99000549316406,130.11000061035156,123.01659393310547,13761800,JPM
2021-01-29 00:00:00-05:00,131.19000244140625,131.72000122070312,128.19000244140625,128.6699981689453,121.65510559082031,14808100,JPM
2021-02-01 00:00:00-05:00,129.39999389648438,130.07000732421875,128.47999572753906,129.6199951171875,122.55331420898438,11080700,JPM
2021-02-02 00:00:00-05:00,131.94000244140625,134.38999938964844,131.22000122070312,133.61000061035156,126.32577514648438,12253600,JPM
2021-02-03 00:00:00-05:00,133.64999389648438,135.75999450683594,133.50999450683594,135.13999938964844,127.77238464355469,10600800,JPM
2021-02-04 00:00:00-05:00,135.47000122070312,138.66000366210938,135.47000122070312,138.25,130.71282958984375,12419500,JPM
2021-02-05 00:00:00-05:00,139.38999938964844,139.49000549316406,137.3800048828125,137.97999572753906,130.45753479003906,10051300,JPM
2021-02-08 00:00:00-05:00,138.1999969482422,140.3000030517578,138.17999267578125,140.13999938964844,132.49981689453125,10136400,JPM
2021-02-09 00:00:00-05:00,139.42999267578125,139.97999572753906,138.5399932861328,139.5800018310547,131.97030639648438,8614800,JPM
2021-02-10 00:00:00-05:00,140.0,140.8699951171875,139.0399932861328,139.66000366210938,132.0459442138672,10323200,JPM
2021-02-11 00:00:00-05:00,139.66000366210938,140.5500030517578,138.22000122070312,139.27000427246094,131.67721557617188,9201000,JPM
2021-02-12 00:00:00-05:00,139.0500030517578,141.61000061035156,139.0,141.25,133.54925537109375,8324600,JPM
2021-02-16 00:00:00-05:00,143.5500030517578,145.32000732421875,142.39999389648438,144.64999389648438,136.76388549804688,12130600,JPM
2021-02-17 00:00:00-05:00,143.9499969482422,145.3800048828125,143.1199951171875,145.10000610351562,137.1893768310547,10810100,JPM
2021-02-18 00:00:00-05:00,144.0,145.7899932861328,143.39999389648438,145.58999633789062,137.65264892578125,10587800,JPM
2021-02-19 00:00:00-05:00,145.86000061035156,148.83999633789062,145.86000061035156,148.02000427246094,139.95018005371094,11969800,JPM
2021-02-22 00:00:00-05:00,146.8699951171875,150.19000244140625,146.7899932861328,149.41000366210938,141.26438903808594,11488400,JPM
2021-02-23 00:00:00-05:00,151.50999450683594,152.30999755859375,149.58999633789062,150.61000061035156,142.39898681640625,16234400,JPM
2021-02-24 00:00:00-05:00,150.11000061035156,153.75999450683594,150.11000061035156,153.25999450683594,144.90451049804688,15061400,JPM
2021-02-25 00:00:00-05:00,154.27000427246094,154.89999389648438,150.58999633789062,151.17999267578125,142.9378662109375,18127700,JPM
2021-02-26 00:00:00-05:00,150.3000030517578,150.8699951171875,146.50999450683594,147.1699981689453,139.14651489257812,19829200,JPM
2021-03-01 00:00:00-05:00,149.52000427246094,151.3800048828125,148.47999572753906,150.5,142.2949676513672,14845500,JPM
2021-03-02 00:00:00-05:00,150.0800018310547,151.77999877929688,149.83999633789062,150.00999450683594,141.8316650390625,14221700,JPM
2021-03-03 00:00:00-05:00,151.22999572753906,154.97999572753906,150.82000732421875,152.91000366210938,144.5735626220703,14324100,JPM
2021-03-04 00:00:00-05:00,152.61000061035156,154.3800048828125,148.6199951171875,150.55999755859375,142.35169982910156,20093900,JPM
2021-03-05 00:00:00-05:00,153.22000122070312,153.49000549316406,147.97000122070312,150.91000366210938,142.6826171875,18465100,JPM
2021-03-08 00:00:00-05:00,152.47000122070312,155.4600067138672,150.75,152.91000366210938,144.5735626220703,17133300,JPM
2021-03-09 00:00:00-05:00,151.5,154.25,149.82000732421875,151.8300018310547,143.552490234375,16238800,JPM
2021-03-10 00:00:00-05:00,151.91000366210938,156.16000366210938,151.50999450683594,155.1300048828125,146.67254638671875,14342200,JPM
2021-03-11 00:00:00-05:00,154.11000061035156,156.14999389648438,153.36000061035156,154.32000732421875,145.90672302246094,11771500,JPM
2021-03-12 00:00:00-05:00,156.86000061035156,157.6300048828125,155.07000732421875,156.14999389648438,147.63693237304688,12849500,JPM
2021-03-15 00:00:00-04:00,156.35000610351562,156.9199981689453,153.9600067138672,155.3699951171875,146.8994598388672,12101100,JPM
2021-03-16 00:00:00-04:00,154.08999633789062,154.60000610351562,152.19000244140625,153.50999450683594,145.14083862304688,12805600,JPM
2021-03-17 00:00:00-04:00,155.33999633789062,156.8800048828125,153.0500030517578,155.08999633789062,146.63473510742188,13952400,JPM
2021-03-18 00:00:00-04:00,157.60000610351562,161.69000244140625,157.11000061035156,157.64999389648438,149.05514526367188,21898500,JPM
2021-03-19 00:00:00-04:00,155.50999450683594,155.94000244140625,151.19000244140625,155.13999938964844,146.6820068359375,54418800,JPM
2021-03-22 00:00:00-04:00,152.8000030517578,153.97000122070312,150.61000061035156,150.97000122070312,142.73934936523438,19944800,JPM
2021-03-23 00:00:00-04:00,150.3300018310547,152.1199951171875,148.9600067138672,149.4600067138672,141.31167602539062,17076300,JPM
2021-03-24 00:00:00-04:00,150.0,153.17999267578125,149.86000061035156,150.6199951171875,142.408447265625,13079800,JPM
2021-03-25 00:00:00-04:00,150.0,152.97000122070312,149.3300018310547,152.5500030517578,144.2332000732422,15608300,JPM
2021-03-26 00:00:00-04:00,154.3000030517578,155.4499969482422,152.5500030517578,155.08999633789062,146.63473510742188,16754400,JPM
2021-03-29 00:00:00-04:00,152.1199951171875,153.72999572753906,151.0399932861328,152.67999267578125,144.35610961914062,17570300,JPM
2021-03-30 00:00:00-04:00,154.4600067138672,155.8699951171875,153.8800048828125,154.47999572753906,146.05796813964844,13184300,JPM
